Country/Region,Date,Confirmed,Deaths,Lat,Long
Spain,2015-02-02,1.0,0.0,40.0,-4.0
United Kingdom,2015-02-02,1.0,,21.69400000000001,-71.7979
Guinea,2015-02-03,2608.0,1597.0,9.9456,-9.6966
Mali,2015-02-03,7.0,,17.570692,-3.996166000000001
Senegal,2015-02-03,1.0,0.0,14.4974,-14.4524
Liberia,2015-02-03,3143.0,,6.4281,-9.4295
Nigeria,2015-02-03,19.0,7.0,9.082,8.6753
United Kingdom,2015-02-03,1.0,,21.69400000000001,-71.7979
Spain,2015-02-03,1.0,0.0,40.0,-4.0
Sierra Leone,2015-02-03,8059.0,2910.0,8.460555000000001,-11.779889
US,2015-02-03,4.0,1.0,37.0902,-95.7129
Sierra Leone,2015-02-04,8059.0,2910.0,8.460555000000001,-11.779889
Mali,2015-02-04,7.0,,17.570692,-3.996166000000001
Liberia,2015-02-04,3143.0,,6.4281,-9.4295
Guinea,2015-02-04,2608.0,1597.0,9.9456,-9.6966
Spain,2015-02-04,1.0,0.0,40.0,-4.0
United Kingdom,2015-02-04,1.0,,21.69400000000001,-71.7979
Senegal,2015-02-04,1.0,0.0,14.4974,-14.4524
Nigeria,2015-02-04,19.0,7.0,9.082,8.6753
US,2015-02-04,4.0,1.0,37.0902,-95.7129
United Kingdom,2015-02-05,1.0,,21.69400000000001,-71.7979
US,2015-02-05,4.0,1.0,37.0902,-95.7129
Mali,2015-02-05,7.0,,17.570692,-3.996166000000001
Guinea,2015-02-05,2621.0,1600.0,9.9456,-9.6966
Sierra Leone,2015-02-05,8063.0,2920.0,8.460555000000001,-11.779889
Nigeria,2015-02-05,19.0,7.0,9.082,8.6753
Liberia,2015-02-05,3143.0,,6.4281,-9.4295
Senegal,2015-02-05,1.0,0.0,14.4974,-14.4524
Spain,2015-02-05,1.0,0.0,40.0,-4.0
Nigeria,2015-02-06,19.0,7.0,9.082,8.6753
Mali,2015-02-06,7.0,,17.570692,-3.996166000000001
Spain,2015-02-06,1.0,0.0,40.0,-4.0
Senegal,2015-02-06,1.0,0.0,14.4974,-14.4524
Sierra Leone,2015-02-06,8084.0,2935.0,8.460555000000001,-11.779889
Liberia,2015-02-06,3143.0,,6.4281,-9.4295
US,2015-02-06,4.0,1.0,37.0902,-95.7129
United Kingdom,2015-02-06,1.0,,21.69400000000001,-71.7979
Guinea,2015-02-06,2628.0,1608.0,9.9456,-9.6966
Guinea,2015-02-10,2674.0,1643.0,9.9456,-9.6966
Spain,2015-02-10,1.0,0.0,40.0,-4.0
Mali,2015-02-10,7.0,,17.570692,-3.996166000000001
US,2015-02-10,4.0,1.0,37.0902,-95.7129
Liberia,2015-02-10,3146.0,3826.0,6.4281,-9.4295
Senegal,2015-02-10,1.0,0.0,14.4974,-14.4524
Sierra Leone,2015-02-10,8135.0,2975.0,8.460555000000001,-11.779889
United Kingdom,2015-02-10,1.0,,21.69400000000001,-71.7979
Nigeria,2015-02-10,19.0,7.0,9.082,8.6753
US,2015-02-11,4.0,1.0,37.0902,-95.7129
Nigeria,2015-02-11,19.0,7.0,9.082,8.6753
Sierra Leone,2015-02-11,8135.0,2975.0,8.460555000000001,-11.779889
Guinea,2015-02-11,2674.0,1643.0,9.9456,-9.6966
Senegal,2015-02-11,1.0,0.0,14.4974,-14.4524
Liberia,2015-02-11,3146.0,3826.0,6.4281,-9.4295
Mali,2015-02-11,7.0,,17.570692,-3.996166000000001
Spain,2015-02-11,1.0,0.0,40.0,-4.0
United Kingdom,2015-02-11,1.0,,21.69400000000001,-71.7979
Guinea,2015-02-12,2685.0,1651.0,9.9456,-9.6966
Sierra Leone,2015-02-12,8138.0,2984.0,8.460555000000001,-11.779889
Liberia,2015-02-12,3146.0,3826.0,6.4281,-9.4295
Nigeria,2015-02-12,19.0,7.0,9.082,8.6753
United Kingdom,2015-02-12,1.0,,21.69400000000001,-71.7979
Mali,2015-02-12,7.0,,17.570692,-3.996166000000001
Senegal,2015-02-12,1.0,0.0,14.4974,-14.4524
Spain,2015-02-12,1.0,0.0,40.0,-4.0
US,2015-02-12,4.0,1.0,37.0902,-95.7129
Sierra Leone,2015-02-13,8155.0,2997.0,8.460555000000001,-11.779889
Senegal,2015-02-13,1.0,0.0,14.4974,-14.4524
Spain,2015-02-13,1.0,0.0,40.0,-4.0
Mali,2015-02-13,7.0,,17.570692,-3.996166000000001
Guinea,2015-02-13,2693.0,1659.0,9.9456,-9.6966
United Kingdom,2015-02-13,1.0,,21.69400000000001,-71.7979
US,2015-02-13,4.0,1.0,37.0902,-95.7129
Liberia,2015-02-13,3147.0,3858.0,6.4281,-9.4295
Nigeria,2015-02-13,19.0,7.0,9.082,8.6753
Liberia,2015-02-16,3149.0,,6.4281,-9.4295
US,2015-02-16,4.0,1.0,37.0902,-95.7129
Mali,2015-02-16,7.0,,17.570692,-3.996166000000001
United Kingdom,2015-02-16,1.0,,21.69400000000001,-71.7979
Guinea,2015-02-16,2720.0,1678.0,9.9456,-9.6966
Senegal,2015-02-16,1.0,0.0,14.4974,-14.4524
Spain,2015-02-16,1.0,0.0,40.0,-4.0
Sierra Leone,2015-02-16,8199.0,3035.0,8.460555000000001,-11.779889
Nigeria,2015-02-16,19.0,7.0,9.082,8.6753
Nigeria,2015-02-17,19.0,7.0,9.082,8.6753
Liberia,2015-02-17,3149.0,,6.4281,-9.4295
US,2015-02-17,4.0,1.0,37.0902,-95.7129
Guinea,2015-02-17,2727.0,1683.0,9.9456,-9.6966
Sierra Leone,2015-02-17,8212.0,3042.0,8.460555000000001,-11.779889
Spain,2015-02-17,1.0,0.0,40.0,-4.0
Mali,2015-02-17,7.0,,17.570692,-3.996166000000001
United Kingdom,2015-02-17,1.0,,21.69400000000001,-71.7979
Senegal,2015-02-17,1.0,0.0,14.4974,-14.4524
Sierra Leone,2015-02-18,8212.0,3042.0,8.460555000000001,-11.779889
United Kingdom,2015-02-18,1.0,,21.69400000000001,-71.7979
Nigeria,2015-02-18,19.0,7.0,9.082,8.6753
Spain,2015-02-18,1.0,0.0,40.0,-4.0
Mali,2015-02-18,7.0,,17.570692,-3.996166000000001
Liberia,2015-02-18,3149.0,,6.4281,-9.4295
Senegal,2015-02-18,1.0,0.0,14.4974,-14.4524
Guinea,2015-02-18,2727.0,1683.0,9.9456,-9.6966
US,2015-02-18,4.0,1.0,37.0902,-95.7129
Nigeria,2015-02-19,19.0,7.0,9.082,8.6753
US,2015-02-19,4.0,1.0,37.0902,-95.7129
Liberia,2015-02-19,3152.0,,6.4281,-9.4295
Senegal,2015-02-19,1.0,0.0,14.4974,-14.4524
Sierra Leone,2015-02-19,8223.0,3057.0,8.460555000000001,-11.779889
Spain,2015-02-19,1.0,0.0,40.0,-4.0
Mali,2015-02-19,7.0,,17.570692,-3.996166000000001
Guinea,2015-02-19,2732.0,1686.0,9.9456,-9.6966
United Kingdom,2015-02-19,1.0,,21.69400000000001,-71.7979
United Kingdom,2015-02-20,1.0,,21.69400000000001,-71.7979
Liberia,2015-02-20,3152.0,,6.4281,-9.4295
Guinea,2015-02-20,2734.0,1688.0,9.9456,-9.6966
US,2015-02-20,4.0,1.0,37.0902,-95.7129
Nigeria,2015-02-20,19.0,7.0,9.082,8.6753
Sierra Leone,2015-02-20,8223.0,3057.0,8.460555000000001,-11.779889
Mali,2015-02-20,7.0,,17.570692,-3.996166000000001
Spain,2015-02-20,1.0,0.0,40.0,-4.0
Senegal,2015-02-20,1.0,0.0,14.4974,-14.4524
Liberia,2015-02-23,3153.0,,6.4281,-9.4295
Senegal,2015-02-23,1.0,0.0,14.4974,-14.4524
Spain,2015-02-23,1.0,0.0,40.0,-4.0
United Kingdom,2015-02-23,1.0,,21.69400000000001,-71.7979
Mali,2015-02-23,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-02-23,8223.0,3057.0,8.460555000000001,-11.779889
Nigeria,2015-02-23,19.0,7.0,9.082,8.6753
Guinea,2015-02-23,2758.0,1699.0,9.9456,-9.6966
US,2015-02-23,4.0,1.0,37.0902,-95.7129
United Kingdom,2015-02-25,1.0,,21.69400000000001,-71.7979
Sierra Leone,2015-02-25,8289.0,3095.0,8.460555000000001,-11.779889
Liberia,2015-02-25,3153.0,,6.4281,-9.4295
Nigeria,2015-02-25,19.0,7.0,9.082,8.6753
Mali,2015-02-25,7.0,,17.570692,-3.996166000000001
US,2015-02-25,4.0,1.0,37.0902,-95.7129
Guinea,2015-02-25,2762.0,1704.0,9.9456,-9.6966
Senegal,2015-02-25,1.0,0.0,14.4974,-14.4524
Spain,2015-02-25,1.0,0.0,40.0,-4.0
Mali,2015-02-26,7.0,,17.570692,-3.996166000000001
Senegal,2015-02-26,1.0,0.0,14.4974,-14.4524
Guinea,2015-02-26,2781.0,1714.0,9.9456,-9.6966
Sierra Leone,2015-02-26,8308.0,3113.0,8.460555000000001,-11.779889
United Kingdom,2015-02-26,1.0,,21.69400000000001,-71.7979
US,2015-02-26,4.0,1.0,37.0902,-95.7129
Liberia,2015-02-26,3153.0,,6.4281,-9.4295
Nigeria,2015-02-26,19.0,7.0,9.082,8.6753
Spain,2015-02-26,1.0,0.0,40.0,-4.0
Sierra Leone,2015-02-27,8320.0,3124.0,8.460555000000001,-11.779889
Mali,2015-02-27,7.0,,17.570692,-3.996166000000001
Nigeria,2015-02-27,19.0,7.0,9.082,8.6753
US,2015-02-27,4.0,1.0,37.0902,-95.7129
Guinea,2015-02-27,2790.0,1721.0,9.9456,-9.6966
United Kingdom,2015-02-27,1.0,,21.69400000000001,-71.7979
Senegal,2015-02-27,1.0,0.0,14.4974,-14.4524
Spain,2015-02-27,1.0,0.0,40.0,-4.0
Liberia,2015-02-27,3153.0,,6.4281,-9.4295
Guinea,2015-03-02,2808.0,1735.0,9.9456,-9.6966
United Kingdom,2015-03-02,1.0,,21.69400000000001,-71.7979
Sierra Leone,2015-03-02,8353.0,3164.0,8.460555000000001,-11.779889
Spain,2015-03-02,1.0,0.0,40.0,-4.0
Nigeria,2015-03-02,19.0,7.0,9.082,8.6753
Mali,2015-03-02,7.0,,17.570692,-3.996166000000001
Liberia,2015-03-02,3153.0,,6.4281,-9.4295
US,2015-03-02,4.0,1.0,37.0902,-95.7129
Senegal,2015-03-02,1.0,0.0,14.4974,-14.4524
Liberia,2015-03-04,3153.0,,6.4281,-9.4295
Nigeria,2015-03-04,19.0,7.0,9.082,8.6753
Senegal,2015-03-04,1.0,0.0,14.4974,-14.4524
US,2015-03-04,4.0,1.0,37.0902,-95.7129
Mali,2015-03-04,7.0,,17.570692,-3.996166000000001
Spain,2015-03-04,1.0,0.0,40.0,-4.0
Sierra Leone,2015-03-04,8353.0,3164.0,8.460555000000001,-11.779889
Guinea,2015-03-04,2808.0,1735.0,9.9456,-9.6966
United Kingdom,2015-03-04,1.0,,21.69400000000001,-71.7979
Nigeria,2015-03-05,19.0,7.0,9.082,8.6753
United Kingdom,2015-03-05,1.0,,21.69400000000001,-71.7979
Guinea,2015-03-05,2833.0,1749.0,9.9456,-9.6966
Spain,2015-03-05,1.0,0.0,40.0,-4.0
Liberia,2015-03-05,3150.0,,6.4281,-9.4295
Senegal,2015-03-05,1.0,0.0,14.4974,-14.4524
Mali,2015-03-05,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-03-05,8383.0,3199.0,8.460555000000001,-11.779889
US,2015-03-05,4.0,1.0,37.0902,-95.7129
US,2015-03-06,4.0,1.0,37.0902,-95.7129
Mali,2015-03-06,7.0,,17.570692,-3.996166000000001
Nigeria,2015-03-06,19.0,7.0,9.082,8.6753
Liberia,2015-03-06,3150.0,,6.4281,-9.4295
Sierra Leone,2015-03-06,8389.0,3210.0,8.460555000000001,-11.779889
Guinea,2015-03-06,2840.0,1755.0,9.9456,-9.6966
Spain,2015-03-06,1.0,0.0,40.0,-4.0
Senegal,2015-03-06,1.0,0.0,14.4974,-14.4524
United Kingdom,2015-03-06,1.0,,21.69400000000001,-71.7979
Guinea,2015-03-10,2871.0,1778.0,9.9456,-9.6966
Mali,2015-03-10,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-03-10,8428.0,3263.0,8.460555000000001,-11.779889
Spain,2015-03-10,1.0,0.0,40.0,-4.0
US,2015-03-10,4.0,1.0,37.0902,-95.7129
United Kingdom,2015-03-10,1.0,,21.69400000000001,-71.7979
Liberia,2015-03-10,3150.0,,6.4281,-9.4295
Senegal,2015-03-10,1.0,0.0,14.4974,-14.4524
Nigeria,2015-03-10,19.0,7.0,9.082,8.6753
Guinea,2015-03-11,2871.0,1778.0,9.9456,-9.6966
US,2015-03-11,4.0,1.0,37.0902,-95.7129
United Kingdom,2015-03-11,1.0,,21.69400000000001,-71.7979
Mali,2015-03-11,7.0,,17.570692,-3.996166000000001
Senegal,2015-03-11,1.0,0.0,14.4974,-14.4524
Nigeria,2015-03-11,19.0,7.0,9.082,8.6753
Liberia,2015-03-11,3150.0,,6.4281,-9.4295
Spain,2015-03-11,1.0,0.0,40.0,-4.0
Sierra Leone,2015-03-11,8428.0,3263.0,8.460555000000001,-11.779889
Nigeria,2015-03-12,19.0,7.0,9.082,8.6753
Spain,2015-03-12,1.0,0.0,40.0,-4.0
United Kingdom,2015-03-12,1.0,,21.69400000000001,-71.7979
US,2015-03-12,4.0,1.0,37.0902,-95.7129
Sierra Leone,2015-03-12,8463.0,3289.0,8.460555000000001,-11.779889
Liberia,2015-03-12,3150.0,,6.4281,-9.4295
Guinea,2015-03-12,2901.0,1792.0,9.9456,-9.6966
Senegal,2015-03-12,1.0,0.0,14.4974,-14.4524
Mali,2015-03-12,7.0,,17.570692,-3.996166000000001
Spain,2015-03-13,1.0,0.0,40.0,-4.0
Liberia,2015-03-13,3150.0,,6.4281,-9.4295
Sierra Leone,2015-03-13,8469.0,3297.0,8.460555000000001,-11.779889
US,2015-03-13,4.0,1.0,37.0902,-95.7129
Guinea,2015-03-13,2911.0,1797.0,9.9456,-9.6966
United Kingdom,2015-03-13,1.0,,21.69400000000001,-71.7979
Nigeria,2015-03-13,19.0,7.0,9.082,8.6753
Senegal,2015-03-13,1.0,0.0,14.4974,-14.4524
Mali,2015-03-13,7.0,,17.570692,-3.996166000000001
Mali,2015-03-16,7.0,,17.570692,-3.996166000000001
Guinea,2015-03-16,2957.0,1821.0,9.9456,-9.6966
Sierra Leone,2015-03-16,8484.0,3321.0,8.460555000000001,-11.779889
Senegal,2015-03-16,1.0,0.0,14.4974,-14.4524
Nigeria,2015-03-16,19.0,7.0,9.082,8.6753
Spain,2015-03-16,1.0,0.0,40.0,-4.0
US,2015-03-16,4.0,1.0,37.0902,-95.7129
Liberia,2015-03-16,3150.0,,6.4281,-9.4295
United Kingdom,2015-03-16,1.0,,21.69400000000001,-71.7979
Guinea,2015-03-17,2966.0,1829.0,9.9456,-9.6966
Mali,2015-03-17,7.0,,17.570692,-3.996166000000001
Nigeria,2015-03-17,19.0,7.0,9.082,8.6753
Senegal,2015-03-17,1.0,0.0,14.4974,-14.4524
Sierra Leone,2015-03-17,8487.0,3325.0,8.460555000000001,-11.779889
Liberia,2015-03-17,3150.0,,6.4281,-9.4295
Spain,2015-03-17,1.0,0.0,40.0,-4.0
United Kingdom,2015-03-17,1.0,,21.69400000000001,-71.7979
US,2015-03-17,4.0,1.0,37.0902,-95.7129
Liberia,2015-03-18,3150.0,,6.4281,-9.4295
Sierra Leone,2015-03-18,8487.0,3325.0,8.460555000000001,-11.779889
Spain,2015-03-18,1.0,0.0,40.0,-4.0
Guinea,2015-03-18,2966.0,1829.0,9.9456,-9.6966
United Kingdom,2015-03-18,1.0,,21.69400000000001,-71.7979
Nigeria,2015-03-18,19.0,7.0,9.082,8.6753
Senegal,2015-03-18,1.0,0.0,14.4974,-14.4524
Mali,2015-03-18,7.0,,17.570692,-3.996166000000001
US,2015-03-18,4.0,1.0,37.0902,-95.7129
United Kingdom,2015-03-20,1.0,,21.69400000000001,-71.7979
Guinea,2015-03-20,2988.0,1846.0,9.9456,-9.6966
Sierra Leone,2015-03-20,8508.0,3346.0,8.460555000000001,-11.779889
US,2015-03-20,4.0,1.0,37.0902,-95.7129
Nigeria,2015-03-20,19.0,7.0,9.082,8.6753
Senegal,2015-03-20,1.0,0.0,14.4974,-14.4524
Spain,2015-03-20,1.0,0.0,40.0,-4.0
Mali,2015-03-20,7.0,,17.570692,-3.996166000000001
Liberia,2015-03-20,3150.0,,6.4281,-9.4295
US,2015-03-23,4.0,1.0,37.0902,-95.7129
Senegal,2015-03-23,1.0,0.0,14.4974,-14.4524
Liberia,2015-03-23,3151.0,,6.4281,-9.4295
Mali,2015-03-23,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-03-23,8518.0,3376.0,8.460555000000001,-11.779889
United Kingdom,2015-03-23,1.0,,21.69400000000001,-71.7979
Guinea,2015-03-23,3007.0,1863.0,9.9456,-9.6966
Spain,2015-03-23,1.0,0.0,40.0,-4.0
Nigeria,2015-03-23,19.0,7.0,9.082,8.6753
Senegal,2015-03-24,1.0,0.0,14.4974,-14.4524
Sierra Leone,2015-03-24,8520.0,3381.0,8.460555000000001,-11.779889
Guinea,2015-03-24,3011.0,1865.0,9.9456,-9.6966
Spain,2015-03-24,1.0,0.0,40.0,-4.0
Nigeria,2015-03-24,19.0,7.0,9.082,8.6753
Mali,2015-03-24,7.0,,17.570692,-3.996166000000001
United Kingdom,2015-03-24,1.0,,21.69400000000001,-71.7979
US,2015-03-24,4.0,1.0,37.0902,-95.7129
Liberia,2015-03-24,3151.0,,6.4281,-9.4295
Senegal,2015-03-25,1.0,0.0,14.4974,-14.4524
Liberia,2015-03-25,3151.0,,6.4281,-9.4295
Spain,2015-03-25,1.0,0.0,40.0,-4.0
Mali,2015-03-25,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-03-25,8520.0,3381.0,8.460555000000001,-11.779889
United Kingdom,2015-03-25,1.0,,21.69400000000001,-71.7979
Guinea,2015-03-25,3011.0,1865.0,9.9456,-9.6966
Nigeria,2015-03-25,19.0,7.0,9.082,8.6753
US,2015-03-25,4.0,1.0,37.0902,-95.7129
Spain,2015-03-26,1.0,0.0,40.0,-4.0
Guinea,2015-03-26,3032.0,1875.0,9.9456,-9.6966
Senegal,2015-03-26,1.0,0.0,14.4974,-14.4524
Sierra Leone,2015-03-26,8529.0,3398.0,8.460555000000001,-11.779889
Liberia,2015-03-26,3151.0,,6.4281,-9.4295
Mali,2015-03-26,7.0,,17.570692,-3.996166000000001
Nigeria,2015-03-26,19.0,7.0,9.082,8.6753
United Kingdom,2015-03-26,1.0,,21.69400000000001,-71.7979
US,2015-03-26,4.0,1.0,37.0902,-95.7129
Liberia,2015-03-27,3151.0,,6.4281,-9.4295
Spain,2015-03-27,1.0,0.0,40.0,-4.0
Mali,2015-03-27,7.0,,17.570692,-3.996166000000001
Nigeria,2015-03-27,19.0,7.0,9.082,8.6753
Senegal,2015-03-27,1.0,0.0,14.4974,-14.4524
United Kingdom,2015-03-27,1.0,,21.69400000000001,-71.7979
US,2015-03-27,4.0,1.0,37.0902,-95.7129
Guinea,2015-03-27,3042.0,1878.0,9.9456,-9.6966
Sierra Leone,2015-03-27,8532.0,3407.0,8.460555000000001,-11.779889
Spain,2015-04-07,1.0,0.0,40.0,-4.0
Mali,2015-04-07,7.0,,17.570692,-3.996166000000001
Senegal,2015-04-07,1.0,0.0,14.4974,-14.4524
Nigeria,2015-04-07,19.0,7.0,9.082,8.6753
Guinea,2015-04-07,3089.0,1919.0,9.9456,-9.6966
United Kingdom,2015-04-07,1.0,,21.69400000000001,-71.7979
Liberia,2015-04-07,3151.0,,6.4281,-9.4295
US,2015-04-07,4.0,1.0,37.0902,-95.7129
Sierra Leone,2015-04-07,8555.0,3466.0,8.460555000000001,-11.779889
Liberia,2015-04-09,3151.0,,6.4281,-9.4295
United Kingdom,2015-04-09,1.0,,21.69400000000001,-71.7979
US,2015-04-09,4.0,1.0,37.0902,-95.7129
Mali,2015-04-09,7.0,,17.570692,-3.996166000000001
Senegal,2015-04-09,1.0,0.0,14.4974,-14.4524
Spain,2015-04-09,1.0,0.0,40.0,-4.0
Nigeria,2015-04-09,19.0,7.0,9.082,8.6753
Guinea,2015-04-09,3093.0,1921.0,9.9456,-9.6966
Sierra Leone,2015-04-09,8558.0,3475.0,8.460555000000001,-11.779889
Sierra Leone,2015-04-13,8560.0,3488.0,8.460555000000001,-11.779889
Senegal,2015-04-13,1.0,0.0,14.4974,-14.4524
Liberia,2015-04-13,3151.0,,6.4281,-9.4295
Mali,2015-04-13,7.0,,17.570692,-3.996166000000001
US,2015-04-13,4.0,1.0,37.0902,-95.7129
Nigeria,2015-04-13,19.0,7.0,9.082,8.6753
Spain,2015-04-13,1.0,0.0,40.0,-4.0
United Kingdom,2015-04-13,1.0,,21.69400000000001,-71.7979
Guinea,2015-04-13,3112.0,1928.0,9.9456,-9.6966
Sierra Leone,2015-04-14,8563.0,3491.0,8.460555000000001,-11.779889
United Kingdom,2015-04-14,1.0,,21.69400000000001,-71.7979
US,2015-04-14,4.0,1.0,37.0902,-95.7129
Nigeria,2015-04-14,19.0,7.0,9.082,8.6753
Mali,2015-04-14,7.0,,17.570692,-3.996166000000001
Guinea,2015-04-14,3117.0,1932.0,9.9456,-9.6966
Liberia,2015-04-14,3151.0,,6.4281,-9.4295
Senegal,2015-04-14,1.0,0.0,14.4974,-14.4524
Spain,2015-04-14,1.0,0.0,40.0,-4.0
Mali,2015-04-15,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-04-15,8563.0,3491.0,8.460555000000001,-11.779889
Liberia,2015-04-15,3151.0,,6.4281,-9.4295
Senegal,2015-04-15,1.0,0.0,14.4974,-14.4524
Guinea,2015-04-15,3117.0,1932.0,9.9456,-9.6966
US,2015-04-15,4.0,1.0,37.0902,-95.7129
Spain,2015-04-15,1.0,0.0,40.0,-4.0
Nigeria,2015-04-15,19.0,7.0,9.082,8.6753
United Kingdom,2015-04-15,1.0,,21.69400000000001,-71.7979
Spain,2015-04-16,1.0,0.0,40.0,-4.0
US,2015-04-16,4.0,1.0,37.0902,-95.7129
Mali,2015-04-16,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-04-16,8566.0,3499.0,8.460555000000001,-11.779889
Nigeria,2015-04-16,19.0,7.0,9.082,8.6753
United Kingdom,2015-04-16,1.0,,21.69400000000001,-71.7979
Senegal,2015-04-16,1.0,0.0,14.4974,-14.4524
Liberia,2015-04-16,3151.0,,6.4281,-9.4295
Guinea,2015-04-16,3124.0,1934.0,9.9456,-9.6966
Guinea,2015-04-17,3126.0,1937.0,9.9456,-9.6966
Nigeria,2015-04-17,19.0,7.0,9.082,8.6753
US,2015-04-17,4.0,1.0,37.0902,-95.7129
United Kingdom,2015-04-17,1.0,,21.69400000000001,-71.7979
Senegal,2015-04-17,1.0,0.0,14.4974,-14.4524
Liberia,2015-04-17,3151.0,,6.4281,-9.4295
Spain,2015-04-17,1.0,0.0,40.0,-4.0
Mali,2015-04-17,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-04-17,8569.0,3499.0,8.460555000000001,-11.779889
United Kingdom,2015-04-20,1.0,,21.69400000000001,-71.7979
Mali,2015-04-20,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-04-20,8572.0,3506.0,8.460555000000001,-11.779889
Senegal,2015-04-20,1.0,0.0,14.4974,-14.4524
Guinea,2015-04-20,3133.0,1942.0,9.9456,-9.6966
Liberia,2015-04-20,3151.0,,6.4281,-9.4295
Nigeria,2015-04-20,19.0,7.0,9.082,8.6753
Spain,2015-04-20,1.0,0.0,40.0,-4.0
US,2015-04-20,4.0,1.0,37.0902,-95.7129
Spain,2015-04-21,1.0,0.0,40.0,-4.0
Liberia,2015-04-21,3151.0,,6.4281,-9.4295
Nigeria,2015-04-21,19.0,7.0,9.082,8.6753
Mali,2015-04-21,7.0,,17.570692,-3.996166000000001
Senegal,2015-04-21,1.0,0.0,14.4974,-14.4524
US,2015-04-21,4.0,1.0,37.0902,-95.7129
Guinea,2015-04-21,3136.0,1943.0,9.9456,-9.6966
United Kingdom,2015-04-21,1.0,,21.69400000000001,-71.7979
Sierra Leone,2015-04-21,8573.0,3511.0,8.460555000000001,-11.779889
United Kingdom,2015-04-22,1.0,,21.69400000000001,-71.7979
Spain,2015-04-22,1.0,0.0,40.0,-4.0
Sierra Leone,2015-04-22,8575.0,3511.0,8.460555000000001,-11.779889
Mali,2015-04-22,7.0,,17.570692,-3.996166000000001
US,2015-04-22,4.0,1.0,37.0902,-95.7129
Guinea,2015-04-22,3136.0,1943.0,9.9456,-9.6966
Senegal,2015-04-22,1.0,0.0,14.4974,-14.4524
Liberia,2015-04-22,3151.0,,6.4281,-9.4295
Nigeria,2015-04-22,19.0,7.0,9.082,8.6753
Mali,2015-04-23,7.0,,17.570692,-3.996166000000001
United Kingdom,2015-04-23,1.0,,21.69400000000001,-71.7979
Liberia,2015-04-23,3151.0,,6.4281,-9.4295
Guinea,2015-04-23,3144.0,1947.0,9.9456,-9.6966
Nigeria,2015-04-23,19.0,7.0,9.082,8.6753
Spain,2015-04-23,1.0,0.0,40.0,-4.0
Sierra Leone,2015-04-23,8581.0,3519.0,8.460555000000001,-11.779889
US,2015-04-23,4.0,1.0,37.0902,-95.7129
Senegal,2015-04-23,1.0,0.0,14.4974,-14.4524
Spain,2015-04-24,1.0,0.0,40.0,-4.0
United Kingdom,2015-04-24,1.0,,21.69400000000001,-71.7979
Mali,2015-04-24,7.0,,17.570692,-3.996166000000001
Nigeria,2015-04-24,19.0,7.0,9.082,8.6753
US,2015-04-24,4.0,1.0,37.0902,-95.7129
Liberia,2015-04-24,3151.0,,6.4281,-9.4295
Guinea,2015-04-24,3145.0,1950.0,9.9456,-9.6966
Sierra Leone,2015-04-24,8584.0,3520.0,8.460555000000001,-11.779889
Senegal,2015-04-24,1.0,0.0,14.4974,-14.4524
United Kingdom,2015-04-27,1.0,,21.69400000000001,-71.7979
Spain,2015-04-27,1.0,0.0,40.0,-4.0
Mali,2015-04-27,7.0,,17.570692,-3.996166000000001
Liberia,2015-04-27,3151.0,,6.4281,-9.4295
Nigeria,2015-04-27,19.0,7.0,9.082,8.6753
US,2015-04-27,4.0,1.0,37.0902,-95.7129
Sierra Leone,2015-04-27,8585.0,3529.0,8.460555000000001,-11.779889
Guinea,2015-04-27,3154.0,1959.0,9.9456,-9.6966
Senegal,2015-04-27,1.0,0.0,14.4974,-14.4524
Sierra Leone,2015-04-28,8586.0,3533.0,8.460555000000001,-11.779889
Nigeria,2015-04-28,19.0,7.0,9.082,8.6753
Guinea,2015-04-28,3158.0,1962.0,9.9456,-9.6966
Senegal,2015-04-28,1.0,0.0,14.4974,-14.4524
United Kingdom,2015-04-28,1.0,,21.69400000000001,-71.7979
Spain,2015-04-28,1.0,0.0,40.0,-4.0
US,2015-04-28,4.0,1.0,37.0902,-95.7129
Liberia,2015-04-28,3151.0,,6.4281,-9.4295
Mali,2015-04-28,7.0,,17.570692,-3.996166000000001
Senegal,2015-04-30,1.0,0.0,14.4974,-14.4524
Guinea,2015-04-30,3159.0,1966.0,9.9456,-9.6966
US,2015-04-30,4.0,1.0,37.0902,-95.7129
Spain,2015-04-30,1.0,0.0,40.0,-4.0
United Kingdom,2015-04-30,1.0,,21.69400000000001,-71.7979
Nigeria,2015-04-30,19.0,7.0,9.082,8.6753
Mali,2015-04-30,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-04-30,8588.0,3535.0,8.460555000000001,-11.779889
Liberia,2015-04-30,3151.0,,6.4281,-9.4295
Sierra Leone,2015-05-01,8590.0,3535.0,8.460555000000001,-11.779889
Mali,2015-05-01,7.0,,17.570692,-3.996166000000001
Nigeria,2015-05-01,19.0,7.0,9.082,8.6753
US,2015-05-01,4.0,1.0,37.0902,-95.7129
